record_type,record_id,category,subdomain,priority,english,plain_language_use,nauruan,source_id,source_title,pdf_page,dictionary_page,source_url,status,clinical_safety_flag,evidence_note,notes,english_norm,nauruan_norm
term,HV-063,Body parts,Head/face,Medium,eyebrow,Eyebrow,ewewet eme,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,18,13,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,eyebrow,ewewet eme
term,HV-064,Body parts,Head/face,Medium,eyelash,Eyelash,iret eme,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,18,13,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,eyelash,iret eme
term,HV-065,Body parts,Head/face,Medium,eyelid,Eyelid,witsit eme,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,18,13,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,eyelid,witsit eme
term,HV-066,Body parts,Head/face,High,ear,Ear,ijuhen,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,17,12,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,ear,ijuhen
term,HV-067,Body parts,Head/face,High,mouth,Mouth,"aanaquan, mein",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,30,25,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,mouth,aanaquan mein
term,HV-068,Body parts,Head/face,High,tongue,Tongue,eo,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,42,37,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,tongue,eo
term,HV-069,Body parts,Dental,High,tooth,Tooth,imei,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,43,38,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,tooth,imei
term,HV-070,Body parts,Dental,Medium,tooth-pick,Toothpick,aridet- inet,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,43,38,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR line: Tooth-pick             aridet- inet,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,tooth pick,aridet inet
term,HV-071,Body parts,Torso/internal,High,body,Body,"dérabat, duwen",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,10,5,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,body,derabat duwen
term,HV-072,Body parts,Torso/internal,High,heart,Heart,"ibérié, icirtiko",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,23,18,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,heart,iberie icirtiko
term,HV-073,Body parts,Torso/internal,High,breast,Breast/chest context,barran,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,10,5,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,breast,barran
term,HV-074,Body parts,Torso/internal,High,belly,Belly/abdomen,ijen,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,9,4,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,belly,ijen
term,HV-075,Body parts,Torso/internal,High,stomach,Stomach,"imit-onon, imit-inon",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,40,35,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,Image-read from SRC-002 p.40; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,stomach,imit onon imit inon
term,HV-076,Body parts,Torso/internal,Medium,liver,Liver,aan,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,27,22,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,liver,aan
term,HV-077,Body parts,Torso/internal,Medium,lung,Lung,"an etsiuw, oequin",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,28,23,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,lung,an etsiuw oequin
term,HV-078,Body parts,Torso/internal,Medium,brain,Brain,gaburoron,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,10,5,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,brain,gaburoron
term,HV-079,Body parts,Torso/internal,Medium,bone,Bone,rén,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,10,5,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,bone,ren
term,HV-080,Body parts,Limbs,High,hand,Hand,reret ebe,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,22,17,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,hand,reret ebe
term,HV-081,Body parts,Limbs,Medium,finger,Finger,itsinibe,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,19,14,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,finger,itsinibe
term,HV-082,Body parts,Limbs,High,leg,Leg,eana,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,27,22,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,leg,eana
term,HV-083,Body parts,Limbs,Medium,knee,Knee,iburenana,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,26,21,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read from page 26; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,knee,iburenana
term,HV-084,Body parts,Limbs,Medium,elbow,Elbow,buret ebe,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,17,12,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,elbow,buret ebe
term,HV-085,Body parts,Limbs,High,foot,Foot,reren iwin,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,20,15,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,foot,reren iwin
term,HV-086,Body parts,Skin/body fluids,Medium,skin,Skin,witsin,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,39,34,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,skin,witsin
term,HV-087,Body parts,Skin/body fluids,Medium,sweat,Sweat,"eamoh, eanana",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,41,36,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,sweat,eamoh eanana
term,HV-088,Body parts,Reproductive,Medium,womb,Womb,ide,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,46,41,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Sensitive,OCR source candidate; row label misread domb,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,womb,ide
term,HV-089,People,Family/demographics,High,adult,Adult,enab,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,6,1,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Page image / sample OCR; low-res OCR read enad,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,adult,enab
term,HV-090,People,Family/demographics,High,baby,Baby,eonih,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,8,3,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,Sample OCR / page image,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,baby,eonih
term,HV-091,People,Family/demographics,High,infant,Infant,"eonin, ikadudu",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,24,19,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,infant,eonin ikadudu
term,HV-092,People,Family/demographics,High,child,Child,eonih,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,12,7,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,Image-read from SRC-002 p.12,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,child,eonih
term,HV-093,People,Family/demographics,High,children,Children,eonin,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,12,7,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read from SRC-002 p.12,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,children,eonin
term,HV-094,People,Family/demographics,Medium,young,Young,eonih,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,47,42,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read from SRC-002 p.47; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,young,eonih
term,HV-095,People,Family/demographics,Medium,old,Old,"obwe, enab",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,32,27,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,old,obwe enab
term,HV-096,People,Family/demographics,High,mother,Mother,inen,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,29,24,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,mother,inen
term,HV-097,People,Family/demographics,High,father,Father,etéñin,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,19,14,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate; verify diacritic,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,father,etenin
term,HV-098,People,Family/demographics,Medium,parent,Parent,etonin me inen,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,33,28,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,parent,etonin me inen
term,HV-099,People,Family/demographics,High,woman,Woman,an,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,46,41,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Sensitive,OCR source candidate; OCR read 4n,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,woman,an
term,HV-100,People,Family/demographics,Medium,women,Women,an,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,46,41,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Sensitive,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,women,an
term,HV-101,People,Family/demographics,High,female,Female,an,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,19,14,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Sensitive,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,female,an
term,HV-102,People,Family/demographics,High,man,Man,eman,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,28,23,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,man,eman
term,HV-103,People,Family/demographics,Medium,boy,Boy,eonih in eman,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,10,5,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate; verify spelling,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,boy,eonih in eman
term,HV-104,People,Family/demographics,Medium,girl,Girl,eonih in án,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,21,16,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read from page 21; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,girl,eonih in an
term,HV-105,People,Family/demographics,Medium,wife,Wife,agen,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,46,41,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,wife,agen
term,HV-106,People,Family/demographics,Medium,friend,Friend,etam,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,21,16,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read from page 21; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,friend,etam
term,HV-107,Clinical actions,Examination/actions,High,examine,Examine/check,"ata, óió",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,18,13,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,examine,ata oio
term,HV-108,Clinical actions,Examination/actions,High,touch,Touch,tone,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,43,38,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,touch,tone
term,HV-109,Clinical actions,Examination/actions,Medium,look,Look,orak,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,27,22,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,look,orak
term,HV-110,Clinical actions,Examination/actions,Medium,hear,Hear,kaiñt,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,23,18,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,hear,kaint
term,HV-111,Clinical actions,Care/treatment,High,cure,Cure/treat,étsimor,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,14,9,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,cure,etsimor
term,HV-112,Clinical actions,Care/treatment,High,save,Save/rescue,étsimor,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,37,32,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate; low-res OCR read Stsinor,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,save,etsimor
term,HV-113,Clinical actions,Care/treatment,High,wash,Wash,"gabúr, dudu",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,44,39,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,wash,gabur dudu
term,HV-114,Clinical actions,Care/treatment,Medium,clean,Clean,dereder,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,13,8,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,Image-read from SRC-002 p.13; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,clean,dereder
term,HV-115,Clinical actions,Care/treatment,High,bandage,Bandage,equéquér ekaretsitsié,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,8,3,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,Sample OCR / page image,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,bandage,equequer ekaretsitsie
term,HV-116,Clinical actions,Care/treatment,High,needle,Needle,irér,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,30,25,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,needle,irer
term,HV-117,Clinical actions,Care/treatment,Medium,rest,Rest,énano,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,36,31,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read from page 36; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,rest,enano
term,HV-118,Clinical actions,Care/treatment,Medium,prepare,Prepare,gadauw,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,34,29,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,prepare,gadauw
term,HV-119,Clinical actions,Medication/food/fluid,High,drink,Drink,"eren, nim",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,16,11,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,drink,eren nim
term,HV-120,Clinical actions,Medication/food/fluid,High,eat,Eat,"én, ijeiji",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,17,12,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,eat,en ijeiji
term,HV-121,Clinical actions,Medication/food/fluid,High,food,Food,ijeiji,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,20,15,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,food,ijeiji
term,HV-122,Clinical actions,Medication/food/fluid,High,water,Water,ebok,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,44,39,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate; quote artifact removed,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,water,ebok
term,HV-123,Clinical actions,Medication/food/fluid,Medium,swallow,Swallow,érareow,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,41,36,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,swallow,erareow
term,HV-124,Clinical actions,Medication/food/fluid,Medium,feed,Feed,"ijeiji, óijóiji",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,19,14,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,feed,ijeiji oijoiji
term,HV-125,Clinical actions,Medication/food/fluid,Medium,milk,Milk,inimwæmwa,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,29,24,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,milk,inimw mwa
term,HV-126,Clinical actions,Mobility,Medium,walk,Walk,dañiduso,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,44,39,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,walk,daniduso
