record_type,record_id,category,subdomain,priority,english,plain_language_use,nauruan,source_id,source_title,pdf_page,dictionary_page,source_url,status,clinical_safety_flag,evidence_note,notes,english_norm,nauruan_norm
term,HV-127,Clinical actions,Mobility,Medium,run,Run,góró,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,37,32,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,run,goro
term,HV-128,Clinical actions,Mobility,Medium,move,Move,mamóri,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,30,25,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,move,mamori
term,HV-129,Clinical actions,Other,Medium,open,Open,"baida, ead",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,32,27,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,open,baida ead
term,HV-130,Clinical actions,Other,Medium,cover,Cover,"tsimwa, béhe",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,14,9,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,"OCR line: Cover                tsimwa, béhe",Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,cover,tsimwa behe
term,HV-131,Clinical actions,Other,Medium,cut,Cut,etow,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,14,9,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,cut,etow
term,HV-132,Clinical actions,Other,Medium,hold,Hold,égég,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,23,18,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR line: Hold                     égég,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,hold,egeg
term,HV-133,Clinical actions,Other,Medium,take,Take,"eba, bará",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,41,36,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,take,eba bara
term,HV-134,Clinical actions,Other,Medium,give,Give,"oija, totow",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,21,16,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,Image-read from page 21; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,give,oija totow
term,HV-135,Clinical actions,Other,Medium,need,Need,aeh,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,30,25,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR candidate; OCR read ack,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,need,aeh
term,HV-136,Clinical actions,Other,Medium,must,Must,nim,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,30,25,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,must,nim
term,HV-137,Public health,Infection/disease,High,disease,Disease,earak,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,16,11,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,disease,earak
term,HV-138,Public health,Infection/disease,Medium,plague,Plague/epidemic older term,earak in ima,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,33,28,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,plague,earak in ima
term,HV-139,Public health,Infection/disease,Medium,poison,Poison,eeku,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,34,29,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,poison,eeku
term,HV-140,Public health,Infection/disease,Medium,dirty,Dirty,émwarere,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,15,10,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR line: Dirty                émwarere,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,dirty,emwarere
term,HV-141,Public health,Infection/disease,Medium,filthy,Filthy,"mwarere, kanakanend",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,19,14,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,"OCR line: Filthy               mwarere, kanakanend",Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,filthy,mwarere kanakanend
term,HV-142,Public health,Basic needs,High,hungry,Hungry,metur,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,24,19,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read; OCR read mnetuar,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,hungry,metur
term,HV-143,Public health,Basic needs,High,thirst,Thirst,ibén,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,42,37,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,thirst,iben
term,HV-144,Public health,Basic needs,Medium,dry,Dry,emég,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,16,11,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,dry,emeg
term,HV-145,Public health,Basic needs,Medium,wet,Wet,riare,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,45,40,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,wet,riare
term,HV-146,Public health,Basic needs,Medium,salt,Salt,ebarajited,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,37,32,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,salt,ebarajited
term,HV-147,Public health,Basic needs,Medium,rice,Rice,ed animwe,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,36,31,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read from page 36; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,rice,ed animwe
term,HV-148,Public health,Status/severity,High,bad,Bad/worse condition,ebaka,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,9,4,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read from SRC-002 p.9,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,bad,ebaka
term,HV-149,Public health,Status/severity,High,good,Good/well,omo,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,21,16,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read from page 21 and phrase page,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,good,omo
term,HV-150,Public health,Status/severity,High,well,Well/healthy,"tsimor, ebéken-eren",SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,45,40,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,well,tsimor ebeken eren
term,HV-151,Public health,Status/severity,Medium,worse,Worse,aeéh baka,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,46,41,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,worse,aeeh baka
term,HV-152,Public health,Status/severity,Medium,strong,Strong,óaio,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,41,36,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,strong,oaio
term,HV-153,Public health,Status/severity,Medium,small,Small,onih,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,39,34,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,small,onih
term,HV-154,Public health,Status/severity,Medium,large,Large,ouwak,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,26,21,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read from page 26; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,large,ouwak
term,HV-155,Public health,Time/location,High,today,Today,ekarawe,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,42,37,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,today,ekarawe
term,HV-156,Public health,Time/location,High,day,Day,ibén,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,14,9,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,day,iben
term,HV-157,Public health,Time/location,Medium,evening,Evening,emeré,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,18,13,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,evening,emere
term,HV-158,Public health,Time/location,Medium,noon,Noon,eaque,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,31,26,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image/OCR candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,noon,eaque
term,HV-159,Public health,Time/location,Medium,home,Home,tbwien,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,23,18,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,home,tbwien
term,HV-160,Public health,Time/location,Medium,house,House,ewak,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,24,19,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,OCR source candidate,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,house,ewak
term,HV-161,Public health,Time/location,Medium,road,Road/path,emedena,SRC-002,English–Nauru Dictionary / NLA1-SPCmf35,36,31,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,Image-read from page 36; verify,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,road,emedena
phrase,HP-001,Identity/registration,,High,What is your name?,,LIEKEN-AGEN,SRC-002,SRC-002 phrase page,49,phrase page,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,From page 49 phrase table; unvalidated,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,what is your name,lieken agen
phrase,HP-002,Greeting/rapport,,Medium,How are you?,,ORA-IT-OTAN,SRC-002,SRC-002 phrase page,49,phrase page,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,From page 49 phrase table; unvalidated,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,how are you,ora it otan
phrase,HP-003,Greeting/rapport,,Medium,Good morning,,EO-YOBUM,SRC-002,SRC-002 phrase page,49,phrase page,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,From page 49 phrase table; unvalidated,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,good morning,eo yobum
phrase,HP-004,Instruction,,High,Come here,,TUKO-EGNY,SRC-002,SRC-002 phrase page,49,phrase page,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Safety critical,From page 49 phrase table; unvalidated,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,come here,tuko egny
phrase,HP-005,Communication,,High,I want to speak to you,,AR-TING-LOAER-OW,SRC-002,SRC-002 phrase page,49,phrase page,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,From page 49 phrase table; unvalidated,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,i want to speak to you,ar ting loaer ow
phrase,HP-006,Communication,,Medium,What did you say?,,LAEKEN-O-PAN,SRC-002,SRC-002 phrase page,49,phrase page,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,From page 49 phrase table; unvalidated,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,what did you say,laeken o pan
phrase,HP-007,Identity/location,,Medium,Where have you been?,,O-IA AEAKI,SRC-002,SRC-002 phrase page,49,phrase page,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,From page 49 phrase table; unvalidated,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,where have you been,o ia aeaki
phrase,HP-008,Courtesy,,Medium,Thank you,,TUBA,SRC-002,SRC-002 phrase page,49,phrase page,https://catalog.paradisec.org.au/repository/NLA1/SPCmf35,ASSUMED_VALIDATED_FOR_PROTOTYPE_TESTING,Routine,From page 49 phrase table; unvalidated,Assumed validated only for MVP lookup testing; replace with reviewer evidence before operational use.,thank you,tuba
phrase,HP-009,Drafting queue,,High,Are you in pain?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,are you in pain,
phrase,HP-010,Drafting queue,,High,Where is the pain?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,where is the pain,
phrase,HP-011,Drafting queue,,High,Show me where it hurts.,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,show me where it hurts,
phrase,HP-012,Drafting queue,,High,Do you have fever?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,do you have fever,
phrase,HP-013,Drafting queue,,High,Can you breathe?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,can you breathe,
phrase,HP-014,Drafting queue,,High,Are you bleeding?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,are you bleeding,
phrase,HP-015,Drafting queue,,High,Do you feel sick?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,do you feel sick,
phrase,HP-016,Drafting queue,,High,Do you feel dizzy?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,do you feel dizzy,
phrase,HP-017,Drafting queue,,High,Have you vomited?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,have you vomited,
phrase,HP-018,Drafting queue,,High,Do you have diarrhoea?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,do you have diarrhoea,
phrase,HP-019,Drafting queue,,High,Are you pregnant?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,are you pregnant,
phrase,HP-020,Drafting queue,,High,When did it start?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,when did it start,
phrase,HP-021,Drafting queue,,High,Do you take medicine?,,,,,,,,NO_CANDIDATE_AVAILABLE,Safety critical,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,do you take medicine,
phrase,HP-022,Drafting queue,,Medium,Are you allergic to any medicine?,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,are you allergic to any medicine,
phrase,HP-023,Drafting queue,,Medium,Drink water.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,drink water,
phrase,HP-024,Drafting queue,,Medium,Do not eat yet.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,do not eat yet,
phrase,HP-025,Drafting queue,,Medium,Please wait here.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,please wait here,
phrase,HP-026,Drafting queue,,Medium,Come back tomorrow.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,come back tomorrow,
phrase,HP-027,Drafting queue,,Medium,I need to examine you.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,i need to examine you,
phrase,HP-028,Drafting queue,,Medium,I need to touch your stomach.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,i need to touch your stomach,
phrase,HP-029,Drafting queue,,Medium,Open your mouth.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,open your mouth,
phrase,HP-030,Drafting queue,,Medium,Take this medicine.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,take this medicine,
phrase,HP-031,Drafting queue,,Medium,Swallow the tablet.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,swallow the tablet,
phrase,HP-032,Drafting queue,,Medium,Wash your hands.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,wash your hands,
phrase,HP-033,Drafting queue,,Medium,You need to go to hospital.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,you need to go to hospital,
phrase,HP-034,Drafting queue,,Medium,Call the doctor.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,call the doctor,
phrase,HP-035,Drafting queue,,Medium,Bring your child.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,bring your child,
phrase,HP-036,Drafting queue,,Medium,Your child is sick.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,your child is sick,
phrase,HP-037,Drafting queue,,Medium,This is serious.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,this is serious,
phrase,HP-038,Drafting queue,,Medium,This is not serious.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,this is not serious,
phrase,HP-039,Drafting queue,,Medium,I do not understand.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,i do not understand,
phrase,HP-040,Drafting queue,,Medium,Please speak slowly.,,,,,,,,NO_CANDIDATE_AVAILABLE,Routine,No source candidate yet; create with reviewer/native speaker,No Nauruan candidate available yet; not searchable as a translation.,please speak slowly,
